#British English to Estonian (no proper nouns)
aargh,aah
haiduck,haidukk
hail,rahe
hail-fellow,pealetükkivalt sõbralik
hailstone,rahetera
hailstorm,rahetorm
hair,juuksed
hairball,karvapundar
hairband,juuksepael
hairbrush,juuksehari
hair-clip,juukselõks
haircloth,jõhvriie
haircut,juukselõikus
hairdo,soeng
hairdresser,juuksur
hairdresser's,juuksur
hairdrier,föön
hairdryer,föön
hairgrip,juukseklamber
hairiness,karvasus
hairless,kiilas
hairlessness,kiilaspäisus
hairline,ühendjoon
hairnet,juuksevõrk
hairpiece,šinjoon
hairpin,juuksenõel
hair-raiser,õudukas
hair's-breadth,juuksekarv
hairslide,juukselõks
hairsplitting,juuksekarva lõhkiajamine
hairspray,juukselakk
hairspring,jõhvvedru
hairstyle,soeng
hairstylist,soengutegija
hair-waving,lokkimine
hairy,karvane
hairychested,karvase rinnaga
hairy-footed,karvaste jalgadega
haj,palveränd Mekasse
haji,Meka pälverändur
halation,oreool
halberd,hellebard
halberdier,hellebardikandja
halcyon,tüüne
haleness,õitsev tervis
half,pool
half-and-half,pooleks
halfback,poolkaitsja
half-baked,toores
half-beam,poolpiim
half-blind,poolpime
halfblood,poolvend
half-blooded,segavereline
half-boot,poolsaabas
half-bound,liitköites
half-breed,segavereline
half-calf,poolnahkköide
half-caste,segavereline
half-century,poolsajand
half-civilized,poolmetsik
half-cocked,pooles vinnas
half-completed,pooleldi valmis
half-conscious,pooleldi teadvusel
half-crazed,hullunud
half-deaf,poolkurt
half-deck,pooltekk
half-deserved,pooleldi ärateenitud
half-dozen,pool tosinat
half-drowned,pooleldi uppunud
half-drunk,vindine
half-ebb,poolmõõn
half-face,profiil
half-filled,pooleldi täidetud
half-flood,pooltõus
half-forgotten,poolunustatud
half-full,poolenisti täis
half-hard,poolkõva
half-hearted,loid
halfheartedly,loiult
halfheartedness,loidus
half-holiday,lühendatud tööpäev
half-hour,pooltund
half-hourly,poole tunni tagant
half-human,pooleldi inimene
half-inch,pooletolline
half-instinctive,poolvaistlik
half-jokingly,naljaga pooleks
half-light,hämarik
half-liter,pooleliitrine
half-mast,pooles vardas
half-measure,poolik abinõu
half-monthly,kaks korda kuus ilmuv
halfmoon,poolkuu
half-moon,poolkuu
half-naked,poolalasti
halfpace,made
half-pay,pool palka
half-pint,allameetrimees
half-price,poole hinnaga
half-round,poolümar
half-seas-over,meri põlvini
half-section,poollõige
half-sister,poolõde
half-size,poole väiksem
half-smile,muie
half-smiling,muigav
half-stocking,sportsukk
half-stretched,pooleldi välja sirutatud
half-successful,poolenisti õnnestunud
half-term,semestrivahe
half-tide,poolmõõn
half-timber,vahvärk
half-timbered,vahvärk
half-time,poolaeg
halftone,pooltoon
half-tone,pooltoon
half-track,poolroomik
half-tracked,poolroomikuga
half-truth,pooltõde
halfway,poolel teel
half-way,pooleldi
half-whispered,sosinal öeldud
half-whisperingly,poolsosinal
halfwit,poolearuline
half-witted,poolearuline
half-year,poolaasta
halibut,hiidlest
halides,haliidid
halieutics,kalapüügikunst
halite,haliit
hall,saal
hallelujah,halleluuja
halliard,purjevall
hallmark,kullaproov
hallo,halloo
hallow,pühaks pidama
hallowed,püha
hallucinate,viirastusi nägema
hallucination,hallutsinatsioon
hallucinatory,hallutsinatsioone esile kutsuv
hallucinogen,hallutsinogeen
hallucinogenic,hallutsinogeenne
hallux,suur varvas
hallway,koridor
halo,halo
halocline,halokliin
halogen,halogeen
halophile,halofiil
halophilic,soolalembene
halophyte,halofüüt
halt,seiskuma
halted,seiskunud
halting,ebakindel
haltingly,ebakindlalt
halvah,halvaa
halve,poolitama
halyard,lipunöör
ham,sink
hamadryad,puuvaim
hamartia,saatuslik eksitus
hamburger,hamburger
hame,rangipuu
hames,rangid
ham-fisted,kobakäpp
ham-handed,kohmakas
hamlet,külake
hammer,haamer
hammered,sepistatud
hammerhead,haamripea
hammering,tagumine
hammerlock,käeväänamine
hammertoe,küünisvarvas
hammer-wrought,sepistatud
hamming,ülepingutamine
hammock,võrkkiik
hammy,ülidramaatiline
hamper,takistama
hampered,piiratud manööverdamisvõimega
hamshackle,kammitsema
hamster,hamster
hamstring,põlvekõõlus
hamular,kidajas
hamulate,kidaga lõppev
handbag,käekott
handbags,kerge pagas
handball,käsipall
handbarrow,kanderaam
handbill,reklaamleht
handbook,käsiraamat
handbow,vibu
handbrake,käsipidur
handbreadth,käelaius
handcar,dresiin
handcart,käsikäru
handclap,käteplagin
handclasp,käepigistus
handcrafts,käsitööesemed
handcuff,käsi raudu panema
handcuffs,käerauad
handed,esikäppadega
handfeed,käsitsi toitma
handful,käputäis
hand-grenade,käsigranaat
handgrip,käepide
handgun,püstol
hand-hewn,tahutud
handhold,tugi
handicap,puue
handicapped,puudega
handicraft,käsitöö
handicrafts,käsitööesemed
handicraftsman,käsitööline
handily,hõlpsalt
handiness,kergjuhitavus
hand-in-hand,käsikäes
handisport,invasport
handiwork,käsitöö
handkerchief,taskurätt
hand-knitted,käsitsi kootud
handle,ümber käima
handlebar,juhtraud
handler,koeraesitleja
handless,kätetu
handling,kohtlemine
handloom,kangasteljed
handlooms,kangasteljed
handmaiden,teenija
hand-out,voldik
handout,annetus
handover,üleandmine
handpick,käsitsi noppima
handpicked,käsitsi korjatud
handprint,käejälg
handrail,käsipuu
handrest,käetugi
handsaw,käsisaag
handsbreadth,käelaius
hands-down,kerge
handset,telefonitoru
handsewn,käsitsi õmmeldud
handshake,käepigistus
handshaking,käesurumine
handshape,käevorm
handsomely,kenakesti
handsomeness,kenadus
handspike,hanspaak
hand-stamp,käsitempel
handstand,kätelseis
hand-to-mouth,peost suhu
hand-wash,käsipesu
handwaving,umbkaudne
handwear,kindad
handwork,käsitöö
handwrite,käsitsi kirjutama
handwriting,käekiri
handwritten,käsitsi kirjutatud
handy,käepärane
handybilly,üldmadrus
handyman,meistrimees
hang,rippuma
hangar,angaar
hangdog,süüdlaslik
hanger,riidepuu
hanger-on,sabarakk
hang-glider,deltaplaan
hang-gliding,deltaplanerism
hanging,drapeering
hangings,drapeering
hangman,timukas
hangnail,nahariba küüne servas
hangover,pohmell
hangup,veidrus
hang-up,ootamatu takistus
hank,lõngaviht
hanker,ihkama
hankering,igatsus
hankie,taskurätt
hanky,taskurätik
hanky-panky,pettus
hansom,kaarik
hap,juhtum
ha'penny,poolepennine
haphazard,plaanitu
haphazardly,umbropsu
haphazardness,plaanitus
haphazardry,umbropsu toimimine
hapless,ebaõnnestunud
haploid,haploid
haploidic,haploidne
haploidy,haploidsus
haplotype,haplotüüp
haply,juhuslikult
happen,juhtuma
happening,juhtumus
happenstance,iseeneslikult toimunud sündmus
happiest,kõige õnnelikum
happily,õnnelikult
happiness,õnn
happy,õnnelik
happy-go-lucky,muretu
haptically,kombates
harangue,tiraad
harass,taga kiusama
harassed,vaevatud
harassment,kiusamine
harbinger,kuulutaja
harbinger-of-spring,kevadekuulutaja
harbor,sadam
harborage,ohutu ankrupaik
hard,raske
hard-acquired,raskustega kätte võidetud
hard-and-fast,kindel
hardback,kõvakaaneline
hard-baked,kõvaksküpsetatud
hardball,pesapall
hard-bitten,karastunud
hardboard,saepuruplaat
hard-boiled,kõvaks keedetud
hardbound,kõvas köites
hardcore,kõva porno
hardcover,kõvakaaneline raamat
harddrive,kõvaketas
hard-earned,vaevaga teenitud
harden,kõvastuma
hardened,kõvastunud
hardening,kalestus
hardfisted,kitsi
hardfistedness,kitsidus
hard-fought,raskustega kätte võidetud
hardheaded,järeleandmatu
hard-hearted,kalk
hardhearted,kõva südamega
hardheartedness,kalkus
hard-hitting,tugevatoimeline
hardihood,uljus
hardiness,vastupidavus
hardliner,karmi käega tegutseja
hardly,vaevalt
hardness,kõvadus
hard-nosed,kogenud
hard-on,erektsioon
hardpan,pinnasekoorik
hard-pressed,kitsikuses
hardscrabble,vaevu elatist teeniv
hard-shell,kõvakooreline
hard-surface,kõvakatteliseks tegema
hard-surfaced,kõvakatteline
hardtack,kuivik
hardware,riistvara
hard-wearing,vastupidav
hardwired,sisse ehitatud
hardwood,lehtpuupuit
hard-working,tööd rügav
hardworking,kõvasti tööd tegev
hardy,vastupidav
harebell,kellukas
harebrained,mõtlematu
hare-brained,mõtlematu
harelip,jänesemokk
harem,haarem
harengiform,heeringakujuline
haricot,türgi uba
hark,kuula
harken,kuulake
harlequin,kärestikuaul
harlequinade,veiderdamine
harlot,libu
harlotry,prostitueerimine
harm,kahjustama
harmed,viga saanud
harmful,kahjulik
harmfully,kahjustavalt
harmfulness,kahjulikkus
harmless,kahjutu
harmlessly,ohutult
harmlessness,kahjutus
harmonic,harmooniline
harmonica,suupill
harmonical,harmooniline
harmonically,harmooniliselt
harmonics,harmoonika
harmonious,harmooniline
harmoniousness,harmoonia
harmonisation,harmooniline laul
harmonise,harmoneerima
harmonization,ühtlustamine
harmonize,harmoneerima
harmonized,harmooniline
harmonium,harmoonium
harmony,harmoonia
harness,rakmed
harnessed,rakmeisse pandud
harp,harf
harper,harfimängija
harpist,harfimängija
harpoon,harpuun
harpooner,harpuunija
harpsichord,klavessiin
harquebus,arkebuus
harridan,vanamoor
harried,tülpinud
harrow,äke
harrowing,piinarikas
harrumph,höhatama
harry,rüüstama
harsh,karm
harsh-looking,karmiilmeline
harshly,karmilt
harshness,karmus
hart,isashirv
hartebeest,kongon
hartshorn,hirvesarv
harum-scarum,tuisupäine
harvest,saaki koristama
harvested,kogutud
harvester,kombain
harvesting,viljakoristus
has-been,endine
hash,hakitud liha
hashed,hakitud
hashhead,hašišitarvitaja
hashish,hašiš
hassle,tülin
hassock,istmepadi
hastate,odaotsakujuline
haste,kiirustama
hasten,kiirendama
hastening,kiirendus
hastily,kiiruga
hastiness,tormakus
hasty,kiire
hazard,oht
hazarding,õnnemäng
hazardous,ohtlik
hazardously,ohtlikult
hazardousness,ohtlikkus
hazards,ohud
haze,vine
hazelnut,pähkel
hazily,häguselt
haziness,hägusus
hazy,hägune
hat,müts
hatband,kübarapael
hatbox,kübarakarp
hatbrim,kaabuserv
hatch,kooruma
hatchback,luukpära
hatched,viirutatud
hatchel,kraasima
hatchery,inkubaator
hatchet,väike kirves
hatchetman,palgamõrvar
hatching,haudumine
hatchway,luuk
hate,vihkamine
hated,vihatud
hateful,vastik
hatefully,vastikult
hatefulness,vastikus
hatemonger,vihaõhutaja
hater,vihkaja
hatful,mütsitäis
hatha-yoga,hatha-jooga
hatless,paljapäi
hatmaker,kübarategija
hatpin,kübaranõel
hatrack,kübarariiul
hatred,viha
hatstand,kübaravarn
hatted,kübarat kandev
hatter,kübarategija
hauberk,soomusvest
haughtily,upsakalt
haughtiness,upsakus
haughtly,kõrgilt
haughty,upsakas
haul,pukseerima
haulage,veoraha
hauler,vedaja
hauling,vedu
haunch,kints
haunt,kummitama
haunter,kummitaja
haunting,kummitav
hausen,tuur
haustorium,imijätke
hautbois,oboe
hautboyist,oboemängija
hauteur,kõrkus
haw,pilkkile
havage,päritolu
have,omama
havelock,hävlak
haven,sadam
have-nots,need kel pole
haver,kõhklema
haversack,moonakott
haves,need kel on
hawk,kull
hawker,kaubitseja
hawk-eyed,kullipilguga
hawking,kaubitsemine
hawkishness,radikaalne väkispoliitika
hawklike,kullilik
hawknose,kullinina
hawk-nosed,kongus ninaga
hawk's-beard,koeratubakas
hawkshaw,nuuskur
hawky,kullilik
havoc,segadus
hawse,klüüs
hawsehole,ankruklüüs
hawser,tross
hawt,kuum
hawthorn,viirpuu
hay,hein
haycock,heinasaad
hayfield,heinamaa
haying,heinategu
hayloft,lakk
haymaker,heinakaaruti
haymaking,heinategu
hayrack,sõrestik
hayride,heinavankril sõitma
hayseed,heinaseeme
haystack,heinakuhi
haywagon,heinavanker
hayward,hekivaht
haywire,peast segi
h-dropping,sõnaalguse h kadu
he,ta
head,pea
headache,peavalu
headachy,peavalu tekitav
headband,peapael
headbanger,hevimees
headboard,peatsilaud
headcounter,küsitluste korraldaja
headdress,peaehe
header,päis
headfast,vaier
headfirst,pea ees
headforemost,pea ees
headgear,peakate
headhunter,üleostja
headhunting,personaliotsing
heading,kurss
headland,neem
headlights,esilaternad
headline,pealkiri
headliner,peaesineja
headlines,uudisekokkuvõte
headlong,pea ees
headman,hõimujuht
headmastership,direktoriamet
headmost,eespoolseim
head-on,otsene
head-over-heels,kõrvuni
headphones,kõrvaklapid
headpiece,kiiver
headquartered,peakorteriga
headquarters,peakorter
headrace,pealejuhtimiskanal
headroom,kõrgus laeni
headsail,eespuri
headscarf,pearätt
headset,kuularid
headshake,pearaputus
head-shaking,pead raputav
headshrinker,kolbaarst
headsman,timukas
headspring,jõelähe
headsquare,pearätt
headstalls,päitsed
head-stalls,päitsed
headstand,tiritamm
headstone,hauakivi
headstrong,kangekaelne
heads-up,tähelepanelik
headteacher,õppealajuhataja
headwaiter,ülemkelner
headwaters,ülemjooks
headway,edasiliikumine
headwear,peakate
headwind,vastutuul
headword,märksõna
heady,pähelööv
heal,ravima
healed,paranenud
healer,ravija
healing,raviv
health,tervis
healthcare,tervishoid
healthfully,tervislikult
healthily,kosutavalt
healthiness,tervis
healthy,terve
healthy-minded,terve mõistusega
heap,kuhi
heaped,üle kuhjatud
heaped-up,hunnikusse kogutud
heaps,hunnikud
hear,kuulma
hearable,kuuldav
hearer,kuulaja
hearing,kuulmine
hearken,pane tähele
hearsay,kuuldus
hearse,surnuvanker
hearsecloth,surilina
heart,süda
heartache,südamevalu
heartbeat,südametukse
heartbreak,südamevalu
heartbreaking,südantlõhestav
heartbroken,murest murtud
heartburn,kõrvetised
-hearted,südamega
hearten,julgustama
heartening,julgustav
heartfelt,siiras
hearth,kolle
heart-healthy,südamele hästi mõjuv
hearthrug,kaminavaip
hearth-rug,kaminavaip
hearthstone,koldekivi
heartily,innukalt
heartiness,südamlikkus
heartless,südametu
heartlessly,südametult
heartlessness,südametus
heartrending,südantlõhestav
heartrot,seesmine mädanik
hearts,südamed
heart-shaped,südamekujuline
heartsick,meeleheitel
heartsickness,meeleheide
heart-to-heart,südamest südamesse
heart-warming,südantsoojendav
heart-whole,südamest tulev
heartwood,lülipuit
hearty,tugev
heat,kuumus
heatable,kuumutatav
heated,ülesköetud
heatedly,tuliselt
heatedness,ülesköetus
heater,soojendi
heath,nõmm
heat-resistant,kuumuskindel
heat-resisting,kuumuskindel
heats,eelvõistlus
heatstroke,kuumarabandus
heatwave,kuumalaine
heave,tõstma
heave-ho,kohalt ära ajamine
heaven,taevas
heavenliness,taevalikkus
heavenly,taevalik
heavens,taevalaotus
heaven-sent,taeva armust saadud
heavenward,taeva poole
heaver,keerupulk
heavier,raskem
heavier-than-air,õhust raskem
heavily,raskelt
heaviness,raskus
heaving,vinnamine
heavy,raske
heavy-armed,suurte kätega
heavy-duty,vastupidav
heavy-footed,raskete sammudega
heavy-handed,karmikäeline
heavy-hearted,raske südamega
heavyheartedly,raske südamega
heavyheartedness,masendus
heavy-laden,raske koormaga
heavyset,turske
heavyweight,raskekaalu
hebdomad,seitsmene grupp
hebdomadally,iga nädal
hebenon,mürgise mahlaga
hebephrenic,hebefreenik
hebetate,nüristama
hebetude,nüridus
hebetudinous,kõva peaga
hecatomb,hekatomb
heck,põrgu
heckle,vahele hüüdma
heckler,vahelehüüdja
hectic,tormitsev
hectically,palavikuliselt
hectograph,hektograaf
hector,ülbur
hedge,hekk
hedged,põiklevalt
hedgehog,siil
hedgehop,madallendu tegema
hedging,ümbernurgaütlus
hedgingly,põiklevalt
hedonic,hedooniline
hedonist,hedonist
hedonistic,hedonistlik
heebie-jeebies,judinad
heed,tähelepanu
heedful,tähelepanelik
heedfully,hoolikalt
heedless,hoolimatu
heedlessly,hoolimatult
heedlessness,hooletus
heel,kand
heel-and-toe,kand ja varvas
heel-bone,kannaluu
heeled,relvastatud
heeler,tuuleiil
heeling,kreen
heelmaking,kontsavalmistus
heelpiece,kontsaplekk
heelplate,kontsaplekk
heft,kaalukus
hefty,turske
hegemon,hegemoon
hegemony,hegemoonia
hegira,hidžra
heifer,mullikas
height,kõrgus
heighten,kõrgendama
heightened,kõrgendatud
heightening,tõusev
heighths,kõrgused
heinous,jälk
heinously,elajalikult
heir,pärija
heir-at-law,õigusjärgne pärija
heiress,pärija
heirloom,perekonnareliikvia
heist,röövkallaletung
held,valduses
helical,vedrukujuline
helicoid,kruvijas
helicon,basstuuba
helicopter,helikopter
heliocentric,heliotsentriline
heliograph,heliograaf
heliolater,päikesekummardaja
heliolatry,päikesekummardamine
heliotrope,päikese poole pöörduv taim
heliotropine,heliotropiin
heliport,helikopterite maandumisväljak
helix,kruvijoon
hell,põrgu
hellbender,padujooming
hell-bent,jäärapäine
hellborn,põrgusigitis
hellfire,põrgutuli
hellhound,põrgukoer
hellish,põrgulik
hellishly,põrgulikult
hellkite,põrgusigitis
hello,tere
helm,tüür
helmet,kiiver
helminth,sooleparasiit
helminthic,sooleparasiite hävitav ravim
helmsman,tüürimees
helot,maatamees
help,abi
helper,abiline
helpful,abivalmis
helpfully,abivalmilt
helpfulness,abivalmidus
helping,abistamine
helpless,abitu
helplessly,abitult
helplessness,abitus
helpline,usaldustelefon
helpmate,kaaslane
helpmeet,abikaasa
helter-skelter,ripa-rapa
hem,hõlm
he-man,mehelik mees
hematimeter,hemomeeter
hematogen,hematogeen
hemicycle,poolring
hemiplegia,ühepoolne halvatus
hemipode,ledik
hemispherical,poolkerakujuline
hemizygote,hemisügoot
hemline,palistus
hemlock,mürgikarikas
hemmer,palistus
hemming,ääristamine
hemodialysis,hemodialüüs
hemoglobin,hemoglobiin
hemoglobinuria,hemoglobinuuria
hemophilia,hemofiilia
hemophiliac,hemofiil
hemorrhage,verejooks
hemorrhoid,hemorroid
hemorrhoids,hemorroidid
hempen,kiuline
hemstitch,pilutama
hen,kana
hence,seeläbi
henceforth,edaspidi
henceforward,nüüdsest
henchman,käsilane
hencoop,kanakuut
hendecagon,hendekagoon
hendecahedron,hendekaeeder
hen-fat,kanarasv
henhouse,kanala
henna,henna
hennaed,hennaga värvitud
hen-peck,näägutama
henpecked,tuhvlialune
henroost,õrs
henyard,linnuõu
hep,tibens
hepatitis,hepatiit
hepatology,hepatoloogia
hepcat,džässisõber
heptad,seitsmevalentne aatom
heptade,seitse
heptagon,heptagoon
heptane,heptaan
heptasyllabic,seitsmesilbiline
her,tema
herald,heerold
heralded,teadustatud
heraldic,heraldiline
heraldry,heraldika
herb,maitsetaim
herbage,rohi
herbal,taimne
herbalist,taimedega ravija
herbicide,herbitsiid
herbivorous,rohusööja
herbs,ürdid
herd,kari
herder,karjus
herding,karjatamine
herdman,karjane
herdsman,karjus
here,siin
hereabout,siinkandis
hereabouts,siinkandis
hereafter,edaspidi
herebelow,samas all
hereby,käesolevaga
hereditament,päritav vara
hereditary,pärilik
heredity,pärilikkus
hereinafter,edaspidi
hereinbefore,eelnevalt
hereness,siinolemine
hereof,sellesse puutuvalt
heresy,ketserlus
heretic,ketser
heretical,ketserlik
hereto,käesolevale
heretofore,senini
hereupon,selle peale
herewith,koos sellega
heritability,päritavus
heritable,pärilik
heritage,pärand
heritor,pärija
hermaphrodite,hermafrodiit
hermaphroditic,sugukaksiklane
hermeneutic,hermeneutiline
hermeneutical,hermeneutiline
hermetic,õhukindel
hermetically,õhukindlalt
hermit,erak
hermitage,ermitaaž
hermitic,eraklik
hernia,song
herniation,song
hero,kangelane
heroical,kangelaslik
heroically,kangelaslikult
heroics,vägiteod
heroin,heroiin
heroine,kangelanna
heroism,kangelaslikkus
heronry,haigrute pesitsusala
herp,roomaja
herpangina,kurgupõletik
herpes,herpes
herpetologist,herpetoloog
herring,heeringas
herself,ise
he's,ta on
hesitance,kõhklus
hesitancy,kahevahelolek
hesitant,kõhklev
hesitantly,kõhklevalt
hesitate,kõhklema
hesitater,kõhkleja
hesitating,kõhklev
hesitatingly,kõhklevalt
hesitation,kõhklus
hesitatively,kõhklevalt
hesitator,kõhkleja
hessian,kotiriie
hessonite,kollakaspruun granaat
hesternal,eilne
hesychastic,lõdvestav
heterarchy,hajusvõim
heterochromatin,heterokromatiin
heterochromosome,heterokromosoom
heteroclite,ekstsentriline
heterocyclic,heterotsükliline
heterodox,heterodoksne
heterodoxy,heterodoksia
heterodyne,heterodüün
